id,bank_id,currency,status,api_version,failure_reason,failure_stage,customer_id,vertical,connectivity_type,amount_in_currency,country_id,createdat_ts,lastupdatedat_ts,initiated_at,executed_at,failed_at,authorizing_at,authorized_at,settled_at
71425ba68caf05a990062959e17e9201ed0a72ee,b5ab8f51d35b64af079485e5bbbc335213f3a0ae,CAD,Executed,v3,,,5300313e698b5062bfe820f7efc7571699b4bb4c,vertical 2,type 8,3.0,9e2b06736b477b7a924f60de14a7e329d82d6f4f,2009-12-25 15:30:47.583276,2009-12-25 15:31:29.723232,2009-12-25 15:30:54.577410,2009-12-25 15:31:29.723232,,2009-12-25 15:30:50.367415,2009-12-25 15:31:27.245779,
ffa4e5d001424a8a511bd9a438ec32481c897baf,b5ab8f51d35b64af079485e5bbbc335213f3a0ae,CAD,Executed,v3,,,5300313e698b5062bfe820f7efc7571699b4bb4c,vertical 2,type 8,1.5,9e2b06736b477b7a924f60de14a7e329d82d6f4f,2009-11-25 22:48:33.901917,2009-11-25 22:49:11.187516,2009-11-25 22:48:39.533972,2009-11-25 22:49:11.187516,,2009-11-25 22:48:36.058715,2009-11-25 22:49:09.208336,
f9127ac2d3216d75d93a7a73b51c1332ee14b954,34a0061ba48d1c2810cd930dd69d42482ca92d85,CAD,Executed,v3,,,5300313e698b5062bfe820f7efc7571699b4bb4c,vertical 2,type 8,3.58,9e2b06736b477b7a924f60de14a7e329d82d6f4f,2009-07-05 10:54:20.650501,2009-07-05 10:55:19.283221,2009-07-05 10:54:27.301145,2009-07-05 10:55:19.283221,,2009-07-05 10:54:23.100428,2009-07-05 10:55:17.878036,
042b2b16e69ccf55e8e4f449fa62243907fe5898,b7fdda6d8957d76f5537a7b43f39060422c52953,USD,Executed,v2,,,5fa03c0259fe9d6d7763bf34ab2812da2a9ee930,vertical 2,type 6,5.0,e663a75ca1d25c297c92ca032b7bd8d1af3b0b5c,2008-02-13 07:56:07.692866,2008-02-13 07:56:53.766215,,2008-02-13 07:56:53.766215,,,,
b1a17e603821beff3fa9f3158c3fe25dae63ec1c,d7de6e602c6a2b995502b91685615a5ce37901d7,USD,Executing,v2,,,5fa03c0259fe9d6d7763bf34ab2812da2a9ee930,vertical 2,,15.0,a05b131fd348c62de04bce3d93a6cd396b1db85f,2008-01-15 13:33:57.319937,2008-01-15 13:34:57.247322,,,,,,
9f6015ea0ace75aa770d04c8d6021547869f7f44,fb4d35bb6a0aba4df37f4fb5b5e688aba9efca27,USD,Initiated,v2,,,5fa03c0259fe9d6d7763bf34ab2812da2a9ee930,vertical 2,,10.0,f69ad584c025f9b756ce1e8c70de3a33aef50b32,2008-06-30 14:03:28.186760,2008-06-30 14:03:28.186760,,,,,,
f65afdaf573dc667f1f772c6b9e1f14d3974f3bb,e3ba0f7b4b8f6907071e8e1916f34633a5a3dfd2,USD,Initiated,v2,,,5fa03c0259fe9d6d7763bf34ab2812da2a9ee930,vertical 2,,80.0,beb7a78398a040dadb3da1ba0474ba3899285e46,2008-05-02 13:31:15.490415,2008-05-02 13:31:15.490415,,,,,,
8a310a30719eddce7b5d7373de34ccff34411990,6926610db1dfc17aca46a6f67789d7d6c24a7185,CAD,Executed,v3,,,5300313e698b5062bfe820f7efc7571699b4bb4c,vertical 2,type 8,4.0,9e2b06736b477b7a924f60de14a7e329d82d6f4f,2009-06-02 23:12:14.473321,2009-06-02 23:17:14.414488,2009-06-02 23:12:34.176112,2009-06-02 23:17:14.414488,,2009-06-02 23:12:21.113491,2009-06-02 23:17:11.730819,
42b9d7f2e665c7560403573bc9dfe994612e2aaf,e8085010136a26d0ebc200ac0751b1d9d673a764,CAD,Executed,v3,,,5300313e698b5062bfe820f7efc7571699b4bb4c,vertical 2,type 8,70.73,9e2b06736b477b7a924f60de14a7e329d82d6f4f,2009-08-28 09:22:00.915958,2009-08-28 09:22:39.553739,2009-08-28 09:22:09.266354,2009-08-28 09:22:39.553739,,2009-08-28 09:22:04.705906,2009-08-28 09:22:36.987008,
a44aca9558e29faed6b97a033599f3e01b906dc3,660054a4565377c6e43ff7709abf56d8494ba604,CAD,failed,v3,expired,authorizing,5300313e698b5062bfe820f7efc7571699b4bb4c,vertical 2,type 8,5.2,9e2b06736b477b7a924f60de14a7e329d82d6f4f,2008-08-10 14:05:14.011148,2008-08-10 14:20:14.228156,2008-08-10 14:05:21.061754,,2008-08-10 14:20:14.228156,2008-08-10 14:05:15.644886,,
a3c802ef7e7a4eef4e2ef5619c42f2b0d3359431,7793607afc91c55351f23d75015223501cd65cd2,USD,Rejected,v2,,,5fa03c0259fe9d6d7763bf34ab2812da2a9ee930,vertical 2,,50.0,f69ad584c025f9b756ce1e8c70de3a33aef50b32,2008-01-31 00:21:51.365617,2008-02-01 00:22:42.090197,,,,,,
f88e2defc8eb0f7a2c81521ba5868ba6c7132f34,b5ab8f51d35b64af079485e5bbbc335213f3a0ae,CAD,Executed,v3,,,64c370a753b1db282770cdbf2aba5434a3185b3d,vertical 2,type 8,12.63,9e2b06736b477b7a924f60de14a7e329d82d6f4f,2009-12-05 08:13:11.241380,2009-12-05 08:13:42.660281,2009-12-05 08:13:16.233370,2009-12-05 08:13:42.660281,,2009-12-05 08:13:12.303574,2009-12-05 08:13:41.088913,2009-12-05 08:13:42.650000
5a855e7456587f414762350bb27f81a5a7824b6c,3674b4d292131698ba6c946dda67a8fd8b63f12a,CAD,Executed,v3,,,64c370a753b1db282770cdbf2aba5434a3185b3d,vertical 2,type 8,10.0,9e2b06736b477b7a924f60de14a7e329d82d6f4f,2009-09-28 07:09:08.295286,2009-09-28 07:09:38.514770,2009-09-28 07:09:15.981268,2009-09-28 07:09:38.514770,,2009-09-28 07:09:09.222910,2009-09-28 07:09:37.219507,2009-09-28 07:09:38.514770
378d2b9e976117af425b27aa3637a15818398f9d,4d762ce64874cd49be593313e92a1e61cf74417e,CAD,failed,v3,expired,initiated,64c370a753b1db282770cdbf2aba5434a3185b3d,vertical 2,type 8,377.7,9e2b06736b477b7a924f60de14a7e329d82d6f4f,2009-11-01 11:52:45.677337,2009-11-01 12:07:45.944390,2009-11-01 11:52:54.854173,,2009-11-01 12:07:45.944390,2009-11-01 11:52:46.988339,,
ba123f56a38477bed76bd4a10ad6af67b35d8c44,6926610db1dfc17aca46a6f67789d7d6c24a7185,CAD,Executed,v3,,,64c370a753b1db282770cdbf2aba5434a3185b3d,vertical 2,type 8,164.45,9e2b06736b477b7a924f60de14a7e329d82d6f4f,2009-12-31 12:01:50.674153,2009-12-31 12:02:34.403226,2009-12-31 12:01:58.948046,2009-12-31 12:02:34.403226,,2009-12-31 12:01:51.868892,2009-12-31 12:02:32.932000,2009-12-31 12:02:34.000000
e6f9185a639d34d491aee64e8936a7ad300dc9c3,660054a4565377c6e43ff7709abf56d8494ba604,CAD,Executed,v3,,,5300313e698b5062bfe820f7efc7571699b4bb4c,vertical 2,type 8,6.0,9e2b06736b477b7a924f60de14a7e329d82d6f4f,2009-12-28 09:51:42.215720,2009-12-28 09:52:19.796831,2009-12-28 09:51:47.904945,2009-12-28 09:52:19.796831,,2009-12-28 09:51:44.511243,2009-12-28 09:52:15.799078,
7a480486e3fe44b4311dabe6aad4472e67c61d02,c6e647f7497bcd595c4e4cff311261cb006e88e5,USD,Initiated,v2,,,5fa03c0259fe9d6d7763bf34ab2812da2a9ee930,vertical 2,type 8,5.5,7ec009376b8bf0c03561b3f6ba251ab9d96efd42,2008-03-10 19:36:15.533362,2008-03-10 19:36:15.533362,,,,,,
f32834d197fcfdaac50b6f0ce86b1ea04b0f83ac,34a0061ba48d1c2810cd930dd69d42482ca92d85,CAD,Executed,v3,,,5300313e698b5062bfe820f7efc7571699b4bb4c,vertical 2,type 8,31.5,9e2b06736b477b7a924f60de14a7e329d82d6f4f,2009-10-24 11:09:53.179853,2009-10-24 11:10:30.960747,2009-10-24 11:09:59.480349,2009-10-24 11:10:30.960747,,2009-10-24 11:09:55.034667,2009-10-24 11:10:29.690187,
2a3cf8b4612f493a4bb8b589c7e30f08f732e65b,34a0061ba48d1c2810cd930dd69d42482ca92d85,CAD,Executed,v3,,,5300313e698b5062bfe820f7efc7571699b4bb4c,vertical 2,type 8,4.0,9e2b06736b477b7a924f60de14a7e329d82d6f4f,2009-01-27 10:07:55.456860,2009-01-27 10:08:23.689083,2009-01-27 10:08:02.304899,2009-01-27 10:08:23.689083,,2009-01-27 10:07:57.044222,2009-01-27 10:08:21.213757,
308a3aa8a1eb8bd0667b722941b42528731658c3,6926610db1dfc17aca46a6f67789d7d6c24a7185,CAD,failed,v3,expired,authorizing,5300313e698b5062bfe820f7efc7571699b4bb4c,vertical 2,type 8,22.0,9e2b06736b477b7a924f60de14a7e329d82d6f4f,2008-10-23 20:33:11.827575,2008-10-23 20:48:11.842937,2008-10-23 20:33:15.511262,,2008-10-23 20:48:11.842937,2008-10-23 20:33:13.146868,,
ea3865ce3645d203531f82f9029952849cfe8c05,6cd7d8d37b110668afdca42fc0e1d366b322783e,CAD,Executed,v3,,,64c370a753b1db282770cdbf2aba5434a3185b3d,vertical 2,type 8,2.0,9e2b06736b477b7a924f60de14a7e329d82d6f4f,2009-12-19 08:38:14.616982,2009-12-19 08:39:14.465793,2009-12-19 08:38:31.000521,2009-12-19 08:39:14.465793,,2009-12-19 08:38:17.845647,2009-12-19 08:39:12.967997,2009-12-19 08:39:14.133000
2432746fed73409197b251232c1326ea8278247a,4d762ce64874cd49be593313e92a1e61cf74417e,CAD,Executed,v3,,,64c370a753b1db282770cdbf2aba5434a3185b3d,vertical 2,type 8,239.95,9e2b06736b477b7a924f60de14a7e329d82d6f4f,2009-10-11 12:27:37.539890,2009-10-11 12:28:20.017014,2009-10-11 12:27:46.048854,2009-10-11 12:28:19.606568,,2009-10-11 12:27:39.595683,2009-10-11 12:28:19.584470,2009-10-11 12:28:20.017014
d821eaeb059af650a29dd0256b369beeade9ee9b,fa485aff3f9e34d55d25f78856d4a2526a5f8e6f,CAD,Executed,v3,,,64c370a753b1db282770cdbf2aba5434a3185b3d,vertical 2,type 8,10.0,9e2b06736b477b7a924f60de14a7e329d82d6f4f,2009-12-27 11:48:15.574156,2009-12-27 11:48:36.063000,2009-12-27 11:48:22.128624,2009-12-27 11:48:36.063000,,2009-12-27 11:48:18.700916,2009-12-27 11:48:33.839608,2009-12-27 11:48:36.063000
45d88c0dd1d4e0648cbd58dbbe4f3649489b46cc,312dccf7c915f4e8819eb22102edaf29d22e2922,USD,Executed,v2,,,5fa03c0259fe9d6d7763bf34ab2812da2a9ee930,vertical 2,type 6,25.0,e663a75ca1d25c297c92ca032b7bd8d1af3b0b5c,2008-08-03 15:00:11.703357,2008-08-03 15:00:56.949574,,2008-08-03 15:00:56.949574,,,,
b788e0ba689ecc0def8d3d28b782aee4423448a0,2806cc87ef4428a0e02d69be4c55e86c26c1a39d,USD,Cancelled,v2,,,5fa03c0259fe9d6d7763bf34ab2812da2a9ee930,vertical 2,,204.57,2709cc79b96641fdf25b1da4ed76b33b0f0cde57,2008-10-03 17:55:11.130414,2008-10-03 17:56:19.205305,,,,,,
3a8b1997f9b53623b288bd49520f28a926c83977,49554e6b40d1be22e2187b7dcec44b1989996243,USD,Initiated,v2,,,5fa03c0259fe9d6d7763bf34ab2812da2a9ee930,vertical 2,,5.13,2709cc79b96641fdf25b1da4ed76b33b0f0cde57,2008-03-07 21:25:07.090251,2008-03-07 21:25:07.090251,,,,,,
86e372cbae7bd9bea47223fa337cd04ab8c156c9,b7308502f039e303a048625c725d4aea3380c2ac,CAD,Initiated,v2,,,5fa03c0259fe9d6d7763bf34ab2812da2a9ee930,vertical 2,type 8,4.44,9e2b06736b477b7a924f60de14a7e329d82d6f4f,2008-08-10 07:21:00.539911,2008-08-10 07:21:00.539911,,,,,,
f42509ed930c7b1799e8dd5367b360310a54d3c7,b5ab8f51d35b64af079485e5bbbc335213f3a0ae,CAD,Executed,v3,,,5300313e698b5062bfe820f7efc7571699b4bb4c,vertical 2,type 8,20.0,9e2b06736b477b7a924f60de14a7e329d82d6f4f,2009-09-30 20:56:19.674323,2009-09-30 20:58:39.493568,2009-09-30 20:56:27.778251,2009-09-30 20:58:39.493568,,2009-09-30 20:56:22.769935,2009-09-30 20:58:37.292186,
d7663b1c93be037a56695546b86457cf9005e2b4,6cd7d8d37b110668afdca42fc0e1d366b322783e,CAD,Executed,v3,,,5300313e698b5062bfe820f7efc7571699b4bb4c,vertical 2,type 8,6.0,9e2b06736b477b7a924f60de14a7e329d82d6f4f,2009-07-11 14:50:07.329491,2009-07-11 14:51:38.862154,2009-07-11 14:50:28.181452,2009-07-11 14:51:38.862154,,2009-07-11 14:50:17.350404,2009-07-11 14:51:37.016506,
ee117fa4b6b968398310a1b62c717de15e5becd1,e8085010136a26d0ebc200ac0751b1d9d673a764,CAD,Executed,v3,,,5300313e698b5062bfe820f7efc7571699b4bb4c,vertical 2,type 8,0.64,9e2b06736b477b7a924f60de14a7e329d82d6f4f,2009-04-24 05:39:49.595529,2009-04-24 05:40:15.438075,2009-04-24 05:39:54.792770,2009-04-24 05:40:15.438075,,2009-04-24 05:39:50.629655,2009-04-24 05:40:13.009881,
27d337700c75c0a1f799a44856cde6ea92bca1fd,b5ab8f51d35b64af079485e5bbbc335213f3a0ae,CAD,Executed,v3,,,5300313e698b5062bfe820f7efc7571699b4bb4c,vertical 2,type 8,6.6,9e2b06736b477b7a924f60de14a7e329d82d6f4f,2009-01-09 07:18:55.263884,2009-01-09 07:19:39.703067,2009-01-09 07:19:01.066109,2009-01-09 07:19:39.703067,,2009-01-09 07:18:56.680091,2009-01-09 07:19:36.272917,
5567b4dc5b4a09c56a8773906fa2861960eca8da,6cd7d8d37b110668afdca42fc0e1d366b322783e,CAD,Executed,v3,,,5300313e698b5062bfe820f7efc7571699b4bb4c,vertical 2,type 8,6.05,9e2b06736b477b7a924f60de14a7e329d82d6f4f,2009-09-26 18:47:57.755956,2009-09-26 18:49:10.518138,2009-09-26 18:48:07.775404,2009-09-26 18:49:10.518138,,2009-09-26 18:48:02.602854,2009-09-26 18:49:08.798856,
2c2e5ce713d8b9a066c3f96a2786d7c4b5983f96,fa485aff3f9e34d55d25f78856d4a2526a5f8e6f,CAD,Executed,v3,,,5300313e698b5062bfe820f7efc7571699b4bb4c,vertical 2,type 8,3.0,9e2b06736b477b7a924f60de14a7e329d82d6f4f,2009-02-24 17:21:59.447216,2009-02-24 17:22:51.348216,2009-02-24 17:22:09.540365,2009-02-24 17:22:51.348216,,2009-02-24 17:22:01.204275,2009-02-24 17:22:48.994186,
267b189cee7f7cd4566d41b2151c765d009d837c,6cd7d8d37b110668afdca42fc0e1d366b322783e,CAD,Executed,v3,,,64c370a753b1db282770cdbf2aba5434a3185b3d,vertical 2,type 8,12.52,9e2b06736b477b7a924f60de14a7e329d82d6f4f,2009-11-30 11:52:49.137441,2009-11-30 11:54:47.099193,2009-11-30 11:54:04.358191,2009-11-30 11:54:47.099193,,2009-11-30 11:52:52.651507,2009-11-30 11:54:45.561909,2009-11-30 11:54:46.763000
1809246f18fc839277748824ac57503e2b16bd33,b5ab8f51d35b64af079485e5bbbc335213f3a0ae,CAD,Executed,v3,,,64c370a753b1db282770cdbf2aba5434a3185b3d,vertical 2,type 8,19.66,9e2b06736b477b7a924f60de14a7e329d82d6f4f,2009-11-16 07:45:44.579599,2009-11-16 07:46:37.597000,2009-11-16 07:46:00.549687,2009-11-16 07:46:37.257651,,2009-11-16 07:45:47.852353,2009-11-16 07:46:35.767998,2009-11-16 07:46:37.597000
bf060ad7e83bc56ab1eb54941a0d895bd9e3551f,21b955e418f741b067688bc141261d7cd8d59973,CAD,failed,v3,user_canceled_at_provider,initiated,64c370a753b1db282770cdbf2aba5434a3185b3d,vertical 2,type 8,5.5,9e2b06736b477b7a924f60de14a7e329d82d6f4f,2010-01-12 05:07:40.518162,2010-01-12 05:08:08.957024,2010-01-12 05:07:56.133422,,2010-01-12 05:08:08.957024,2010-01-12 05:07:43.408037,,
7e52090d3998ceebdf04d96085b473877a2f8fb3,2806cc87ef4428a0e02d69be4c55e86c26c1a39d,USD,Initiated,v2,,,5fa03c0259fe9d6d7763bf34ab2812da2a9ee930,vertical 2,,350.0,2709cc79b96641fdf25b1da4ed76b33b0f0cde57,2008-01-11 10:13:36.224024,2008-01-11 10:13:36.224024,,,,,,
83cd118fdb57699e7378a6cc89cfa82ef8e23925,7f88f8bd29d554cfd6794d5f4b2e589422fd0728,USD,Cancelled,v2,,,5fa03c0259fe9d6d7763bf34ab2812da2a9ee930,vertical 2,,10.0,f69ad584c025f9b756ce1e8c70de3a33aef50b32,2008-05-14 01:39:35.440447,2008-05-16 01:56:01.785876,,,,,,
9d3939743ba03d060b8cc57b98be000c7694e4c9,b5ab8f51d35b64af079485e5bbbc335213f3a0ae,CAD,failed,v3,expired,initiated,5300313e698b5062bfe820f7efc7571699b4bb4c,vertical 2,type 8,3.94,9e2b06736b477b7a924f60de14a7e329d82d6f4f,2009-02-28 20:45:46.419057,2009-02-28 21:00:46.504397,2009-02-28 20:45:52.674574,,2009-02-28 21:00:46.504397,2009-02-28 20:45:48.705749,,
f4e8d4061769c83bca7614c93a3f5b8b005671f4,b5ab8f51d35b64af079485e5bbbc335213f3a0ae,CAD,Executed,v3,,,5300313e698b5062bfe820f7efc7571699b4bb4c,vertical 2,type 8,4.0,9e2b06736b477b7a924f60de14a7e329d82d6f4f,2008-12-07 22:04:53.171946,2008-12-07 22:05:47.418864,2008-12-07 22:04:57.784406,2008-12-07 22:05:47.418864,,2008-12-07 22:04:54.229761,2008-12-07 22:05:44.395006,
be3dabf46aabc16a0daa540e6b1efa6219c60bf7,f4203d6b7658cb7252d6afdf95a6b692e93c2f7b,CAD,Executed,v3,,,5300313e698b5062bfe820f7efc7571699b4bb4c,vertical 2,type 8,3.63,9e2b06736b477b7a924f60de14a7e329d82d6f4f,2009-09-30 13:49:51.136554,2009-09-30 13:50:45.923115,2009-09-30 13:49:58.599756,2009-09-30 13:50:45.923115,,2009-09-30 13:49:53.492231,2009-09-30 13:50:43.347311,
4659575d1a414f5ba424054f2895adb11df211fd,b5ab8f51d35b64af079485e5bbbc335213f3a0ae,CAD,Executed,v3,,,64c370a753b1db282770cdbf2aba5434a3185b3d,vertical 2,type 8,31.38,9e2b06736b477b7a924f60de14a7e329d82d6f4f,2010-02-01 12:46:30.907029,2010-02-01 12:47:45.833000,2010-02-01 12:46:42.887836,2010-02-01 12:47:45.833000,,2010-02-01 12:46:31.823738,2010-02-01 12:47:44.774542,2010-02-01 12:47:45.833000
eba51be805cb392435d550f11501fc7c207fa521,4d762ce64874cd49be593313e92a1e61cf74417e,CAD,Executed,v3,,,64c370a753b1db282770cdbf2aba5434a3185b3d,vertical 2,type 8,30.0,9e2b06736b477b7a924f60de14a7e329d82d6f4f,2009-07-23 08:27:29.978559,2009-07-23 08:29:00.443995,2009-07-23 08:28:00.227479,2009-07-23 08:29:00.292818,,2009-07-23 08:27:30.658387,2009-07-23 08:28:59.965187,2009-07-23 08:29:00.443995
5aba76972d3499261d3da2d22e03728b3fc1a1fc,6cd7d8d37b110668afdca42fc0e1d366b322783e,CAD,Executed,v3,,,64c370a753b1db282770cdbf2aba5434a3185b3d,vertical 2,type 8,1.0,9e2b06736b477b7a924f60de14a7e329d82d6f4f,2009-10-25 10:53:56.767969,2009-10-25 10:54:32.135056,2009-10-25 10:54:02.319203,2009-10-25 10:54:29.579752,,2009-10-25 10:53:57.743808,2009-10-25 10:54:27.909453,2009-10-25 10:54:32.135056
f2f477938139d079f7b36f41a3d769312d44e6e8,7793607afc91c55351f23d75015223501cd65cd2,USD,Rejected,v2,,,5fa03c0259fe9d6d7763bf34ab2812da2a9ee930,vertical 2,,100.0,f69ad584c025f9b756ce1e8c70de3a33aef50b32,2008-01-19 14:06:07.314980,2008-01-19 14:07:30.685961,,,,,,
a52cf37583d2a868825531dc2f16fe06c6630ff2,e8085010136a26d0ebc200ac0751b1d9d673a764,CAD,Executed,v3,,,5300313e698b5062bfe820f7efc7571699b4bb4c,vertical 2,type 8,0.67,9e2b06736b477b7a924f60de14a7e329d82d6f4f,2008-11-29 10:17:24.989070,2008-11-29 10:18:11.818855,2008-11-29 10:17:34.717107,2008-11-29 10:18:11.818855,,2008-11-29 10:17:28.556288,2008-11-29 10:18:09.245016,
41cd5ff16e2d2b28c8d267c0a9fc978b2f079795,e8085010136a26d0ebc200ac0751b1d9d673a764,CAD,Executed,v3,,,64c370a753b1db282770cdbf2aba5434a3185b3d,vertical 2,type 8,30.0,9e2b06736b477b7a924f60de14a7e329d82d6f4f,2010-01-09 08:02:17.313067,2010-01-09 08:02:47.683000,2010-01-09 08:02:22.468054,2010-01-09 08:02:46.891509,,2010-01-09 08:02:17.824634,2010-01-09 08:02:44.117419,2010-01-09 08:02:47.683000
5b3160698962cd79fa254752dda628156ebd6b67,b5ab8f51d35b64af079485e5bbbc335213f3a0ae,CAD,Executed,v3,,,64c370a753b1db282770cdbf2aba5434a3185b3d,vertical 2,type 8,7.97,9e2b06736b477b7a924f60de14a7e329d82d6f4f,2009-09-13 14:39:39.733875,2009-09-13 14:40:21.228552,2009-09-13 14:39:47.774007,2009-09-13 14:40:17.639410,,2009-09-13 14:39:41.458397,2009-09-13 14:40:15.877280,2009-09-13 14:40:21.228552
4c6a92efd807f1d25b0308d1a56a8ada0d778b3d,6cd7d8d37b110668afdca42fc0e1d366b322783e,CAD,Executed,v3,,,5300313e698b5062bfe820f7efc7571699b4bb4c,vertical 2,type 8,5.0,9e2b06736b477b7a924f60de14a7e329d82d6f4f,2009-09-24 10:14:05.458058,2009-09-24 10:14:39.968001,2009-09-24 10:14:11.559647,2009-09-24 10:14:39.968001,,2009-09-24 10:14:07.594241,2009-09-24 10:14:38.243774,
aad5f161c545f4300723cb50d29c78240578889a,36ebb789f8016ca4e1348b28ea126b944b8ff4a4,USD,Initiated,v2,,,5fa03c0259fe9d6d7763bf34ab2812da2a9ee930,vertical 2,type 6,38.0,a68db3fc75fd72a12bb2ad1442ff9927bd04139d,2008-05-16 13:17:55.178434,2008-05-16 13:17:55.178434,,,,,,
de6b0a762a551f2009315b5f402c4d7a296f39dd,34a0061ba48d1c2810cd930dd69d42482ca92d85,CAD,Executed,v3,,,64c370a753b1db282770cdbf2aba5434a3185b3d,vertical 2,type 8,20.0,9e2b06736b477b7a924f60de14a7e329d82d6f4f,2010-01-22 07:20:22.461119,2010-01-22 07:20:52.585144,2010-01-22 07:20:32.747928,2010-01-22 07:20:52.585144,,2010-01-22 07:20:26.179435,2010-01-22 07:20:51.159421,2010-01-22 07:20:52.330000
