bank_id,payments,executed,failed,cancelled,tpv,execution_rate,failure_cancel_rate,failure_cancel_zscore,outlier_flag
0288766f1aa6f3b3ee582d799524f169bae0e58d,221,27,3,79,806.2,0.12217194570135746,0.37104072398190047,1.0517098744231852,False
07ff6bf02b22c36bc8089c4ae27fe57918679e80,146,40,45,9,17691.67,0.273972602739726,0.3698630136986301,1.0446476178305617,False
7793607afc91c55351f23d75015223501cd65cd2,2363,1263,390,404,19381.510000000002,0.5344900550148117,0.33601354210749046,0.8416659021258063,False
8216651c8989eb69415e6fd793175c69351debc5,1495,732,197,291,23596.32,0.48963210702341137,0.32642140468227426,0.7841456981071465,False
b1184334f619bc3522f60fe1daaf1021c23f9ce6,821,494,259,8,6475.4800000000005,0.6017052375152253,0.32521315468940315,0.7769003071150629,False
87aa248d24f858fce74c7f2862f6d98d578f9e93,891,555,282,0,8970.759999999998,0.622895622895623,0.3164983164983165,0.7246409150192898,False
fb4d35bb6a0aba4df37f4fb5b5e688aba9efca27,171,6,8,44,41.0,0.03508771929824561,0.30409356725146197,0.6502546050813559,False
980e611df8af4e06750fe987556082ad8fa69991,156,0,12,31,0.0,0.0,0.27564102564102566,0.4796361156110788,False
269e6f867574367468ba73818ab7f7b3b6595fee,627,436,109,63,6248.46,0.6953748006379585,0.2743221690590112,0.47172746123031495,False
4560f0537a18cb9130ed587231ac483e94369724,351,0,25,69,0.0,0.0,0.2678062678062678,0.4326542127134661,False
4edf2b203db688f77426e198e9f1cce832659f09,8094,5445,1838,222,93908.13,0.6727205337286879,0.2545095132196689,0.3529189042308544,False
d497dd6c1ee4bdbf6a6bbe2520b8100c04a20b07,791,232,12,189,34308.25,0.29329962073324906,0.25410872313527183,0.3505155267143301,False
21b955e418f741b067688bc141261d7cd8d59973,250,159,50,4,995.2299999999999,0.636,0.216,0.12199278642612506,False
5fe1d9bf0f313a71bfa9af7f32e05f13d737f34e,361,136,11,66,5272.509999999999,0.3767313019390582,0.21329639889196675,0.10578037406948684,False
157a1e05f6dd803668d000537ea59aa3168a5d14,156,4,18,14,387.18,0.02564102564102564,0.20512820512820512,0.05679898953256513,False
0f9d5c0c4ec3978964e5b1dee86f6ea9db6c6481,110,14,9,13,799.0,0.12727272727272726,0.2,0.026047198545036985,False
d39d5e536ecf2ceedc3e25ed10a711b64120a16f,178,0,5,30,0.0,0.0,0.19662921348314608,0.00583394267121222,False
4d762ce64874cd49be593313e92a1e61cf74417e,10367,7060,1643,361,140384.39,0.6810070415742259,0.19330568148934119,-0.01409594676548873,False
4c39c7d075ce943f66f01365a73f84c93ba3bc4f,9322,3916,466,1314,108519.15000000001,0.42008152756919115,0.1909461488950869,-0.02824511813300849,False
c714b40a817ea2bd5f2f2abf907258365561bb30,357,130,0,68,17681.9,0.3641456582633053,0.19047619047619047,-0.031063270431801328,False
4883d73d58b93df33cdf0f61b362b31ab0fcf5b6,517,339,83,12,26163.34,0.655705996131528,0.18375241779497098,-0.07138304059920157,False
3fe4892bae411b0fcb10910a8068d2853fb5058d,762,282,36,102,31402.45,0.3700787401574803,0.18110236220472442,-0.0872743619444372,False
ef5fd3772894624523e41ab5fa5205af0a62d902,2444,1687,382,60,23663.0,0.6902618657937807,0.18085106382978725,-0.08878129758924404,False
58d5d09f93dce07d71a6b7baf6ff5a689147a1ca,555,316,96,3,2172.87,0.5693693693693693,0.1783783783783784,-0.10360900129427134,False
75f861676dcc725e7fd687e2e5f004b9cee4e263,121,51,21,0,2643.06,0.4214876033057851,0.17355371900826447,-0.13254055001874512,False
7f21fe038bd0e7a4b4cc35a9163d13513c0080a1,112,36,2,17,723.4200000000001,0.32142857142857145,0.16964285714285715,-0.15599242131863475,False
f22aa4dec2f75ea5f6f441e28b4f112abec78efa,216,84,5,31,10685.52,0.3888888888888889,0.16666666666666666,-0.17383944287389677,False
1d7f76f54a369b250c4c20515e5b4718dd103af0,239,94,18,21,3938.7299999999996,0.39330543933054396,0.16317991631799164,-0.19474808737378513,False
36b944e2d5ca433ce3454e41639bd5fc7869d7d7,282,79,30,16,1359.82,0.2801418439716312,0.16312056737588654,-0.19510397919505978,False
c1c960e3d21882296803baae24e5b6acabcc0ced,136,84,12,10,1027.69,0.6176470588235294,0.16176470588235295,-0.20323453720021045,False
abcd15e0fa67270fad7d27e71b92394ad179e2bb,698,590,108,0,2845.92,0.8452722063037249,0.15472779369627507,-0.24543207948526266,False
f9ea9e29eb75b39bef30097f43cec764de774bda,158,53,15,9,1448.9,0.33544303797468356,0.1518987341772152,-0.2623968156544369,False
e67095adf654ddc631bcfd3f7aa3c7e43424ce0f,4820,3463,529,174,248275.31,0.7184647302904564,0.145850622406639,-0.2986649181168407,False
3674b4d292131698ba6c946dda67a8fd8b63f12a,7378,5666,765,292,132883.58000000002,0.7679587964217945,0.1432637571157495,-0.31417731256081416,False
ac22a3e90a223e0fbb4e0779b6f445083c672064,280,128,3,37,5569.280000000001,0.45714285714285713,0.14285714285714285,-0.31661561531599225,False
64a5ec02300204a41e41fb8e16a99eb7766af470,2526,1929,288,66,28239.18,0.7636579572446556,0.14014251781472684,-0.33289413378920024,False
660054a4565377c6e43ff7709abf56d8494ba604,36120,27680,3373,1538,780382.73,0.7663344407530454,0.13596345514950167,-0.3579542978021337,False
a62782882a1b3c9737c2457095036e720ed071a6,707,0,23,73,0.0,0.0,0.13578500707213578,-0.3590243794077037,False
e8085010136a26d0ebc200ac0751b1d9d673a764,27195,20942,2990,685,559698.78,0.7700680272108843,0.13513513513513514,-0.36292140097288794,False
cd7adf9076534ec1d6a3ead9968e36a58f3254f8,1491,1070,179,20,6652.08,0.7176391683433937,0.1334674714956405,-0.3729217114903397,False
a40fe54e8fd65d2ce458adba016a5a23784c3647,2962,1883,98,291,48176.270000000004,0.6357191087103309,0.1313301823092505,-0.3857381782065948,False
eb1c4738ae6ac9c907a46a541af2d02d6be2f05b,10361,8118,972,291,175146.89,0.7835151047196217,0.12189943055689605,-0.44229061702161043,False
34a0061ba48d1c2810cd930dd69d42482ca92d85,36032,28334,3216,1117,1440151.96,0.7863565719360568,0.12025421847246892,-0.4521562945609499,False
f4203d6b7658cb7252d6afdf95a6b692e93c2f7b,5632,4703,622,55,149328.86,0.8350497159090909,0.12020596590909091,-0.4524456458459544,False
b5ab8f51d35b64af079485e5bbbc335213f3a0ae,62069,49240,5718,1685,1257734.6400000001,0.7933106703829609,0.11927048929417261,-0.4580553242064136,False
6926610db1dfc17aca46a6f67789d7d6c24a7185,44917,35949,3774,1392,821436.3700000001,0.8003428545984816,0.11501213349066056,-0.4835909773923391,False
6cd7d8d37b110668afdca42fc0e1d366b322783e,64679,52614,5508,1911,1414341.56,0.8134634116173719,0.11470492741075156,-0.48543316913843365,False
550ad7fe4d38d942c87b8197033bff833036f4b8,257,188,27,0,2229.7400000000002,0.7315175097276264,0.10505836575875487,-0.5432797334341827,False
0090e57640ed78b0c16ac4606a6773769545bb17,32280,26138,2819,563,807508.6799999999,0.809727385377943,0.10477075588599752,-0.5450044145793144,False
b7308502f039e303a048625c725d4aea3380c2ac,26788,22396,2226,513,347815.4,0.8360459907421234,0.1022472748992086,-0.5601367187533276,False
a9752aa9989b719a642841395fcdf78547746d69,149,0,1,13,0.0,0.0,0.09395973154362416,-0.6098337949621748,False
fa485aff3f9e34d55d25f78856d4a2526a5f8e6f,46359,39015,2843,1389,784087.43,0.8415841584158416,0.09128756012856187,-0.6258577360457492,False
a8a270ee31995a10a17bd0f10e17c238937f24e9,247,134,22,0,14405.97,0.5425101214574899,0.08906882591093117,-0.6391625959746532,False
5f832a6dbf1b4303b057cda65035e89fa1e0dc22,477,207,22,19,20278.42,0.4339622641509434,0.0859538784067086,-0.6578416878191135,False
36ebb789f8016ca4e1348b28ea126b944b8ff4a4,1601,644,94,42,27754.47,0.40224859462835727,0.08494690818238601,-0.6638800847035747,False
2806cc87ef4428a0e02d69be4c55e86c26c1a39d,348,152,1,27,6323.820000000001,0.4367816091954023,0.08045977011494253,-0.6907876534401044,False
9108cac4c29bf1bc00d78fbe3824e8b7d4f147de,277,189,21,0,6673.7,0.6823104693140795,0.07581227436823104,-0.7186568229146726,False
c16630b24e79837e63acc50389586106961f7ed2,6301,2558,148,322,68038.22,0.4059673067767021,0.07459133470877638,-0.7259783087517796,False
75c78a906cc2f13115727802e5c95b9032a614ba,544,321,17,20,5181.530000000001,0.5900735294117647,0.06801470588235294,-0.7654157161909615,False
c3fe3fe441baa5eb1e9cc1214320d5a65fecb397,682,281,45,0,22407.39,0.4120234604105572,0.06598240469208211,-0.7776026119692095,False
e3ba0f7b4b8f6907071e8e1916f34633a5a3dfd2,523,454,34,0,2700.64,0.8680688336520076,0.06500956022944551,-0.7834363703369926,False
51e5c4e192ab09a16eae9c7ade1c98cefe32427f,112,57,1,6,4083.68,0.5089285714285714,0.0625,-0.7984851973080643,False
132d5c7ffcd4d1a0c3b68f490f9d1a918d1d7b23,100,46,4,2,4292.56,0.46,0.06,-0.8134766954144844,False
2223af6513f60a4fb51d21fba3c80c3283c3f32c,1720,535,63,38,38891.55,0.311046511627907,0.05872093023255814,-0.8211467642131178,False
92548b886aedf9b7fedd5f3877cb9554e0f161f2,1091,813,18,46,49673.41,0.7451879010082493,0.05866177818515124,-0.8215014753357945,False
d6e9ad3828d810450b3e9efe431194ad585c56b7,307,53,10,8,2094.45,0.17263843648208468,0.05863192182410423,-0.8216805119678348,False
98951360efa5454bb739e4af11bc9c6211b1de07,1030,357,37,23,14205.34,0.3466019417475728,0.05825242718446602,-0.8239561892364479,False
5b0ed91724fa2b03929736b7ee1c202617f38644,702,284,20,20,28055.37,0.4045584045584046,0.05698005698005698,-0.8315860834404732,False
614f918e6feee31a627e487db0e58c331fc9d4b7,4078,3231,140,89,82974.15,0.7923001471309465,0.05615497793035802,-0.8365337518449568,False
66e016eab05f5f45d7a0f03573eabd5095bb2971,248,77,0,13,7876.37,0.31048387096774194,0.05241935483870968,-0.8589347864468547,False
49955679a5cf41c0679b6b3cda8951cbe2301ce5,1617,1152,82,1,18698.34,0.712430426716141,0.051329622758194186,-0.8654694730154759,False
c6e647f7497bcd595c4e4cff311261cb006e88e5,4307,3429,21,171,11082.2,0.7961458091478988,0.04457859298815881,-0.9059526930210243,False
5257a04cc7484e7eab9a389da094648e1344726e,216,68,2,7,4215.76,0.3148148148148148,0.041666666666666664,-0.923414348194898,False
c63f3a606ab3918ed3e106169504bef89916bc2a,818,741,30,0,14548.150000000001,0.9058679706601467,0.03667481662591687,-0.9533484723682711,False
312dccf7c915f4e8819eb22102edaf29d22e2922,819,519,27,0,11794.02,0.6336996336996337,0.03296703296703297,-0.9755825650487405,False
f18fd81ed0ed2685ca7c248d2c505920c08a18c1,192,141,6,0,1053.1699999999998,0.734375,0.03125,-0.9858789236383146,False
b7fdda6d8957d76f5537a7b43f39060422c52953,876,638,19,8,31772.45,0.728310502283105,0.030821917808219176,-0.9884459609853044,False
f013de7e1aee607a6c2f86a5c09b2017a5813be0,920,618,23,0,20804.67,0.6717391304347826,0.025,-1.0233576689043646,False
4f854bb13478893164129f795e7304d755c7558e,1335,972,20,0,21718.61,0.7280898876404495,0.0149812734082397,-1.0834359571960104,False
47a831489f45f45b58ca5d1a1d7ca981c7600280,183,83,1,0,8179.0,0.453551912568306,0.00546448087431694,-1.1405043480966086,False
2c594a098b826aabf465a56bb288f2de2f82dc17,1391,775,2,1,52270.229999999996,0.5571531272465852,0.002156721782890007,-1.1603396537588568,False
